transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
4451,98.05,20,Travel,0,0,89,1,22,0
3860,322.85,18,Clothing,0,0,43,2,69,0
7624,211.17,5,Food,0,0,43,3,42,0
7655,251.28,18,Clothing,0,0,79,0,51,0
4520,4.11,23,Travel,0,0,88,3,40,0
2518,116.62,0,Food,0,0,97,3,22,0
4837,85.28,19,Clothing,0,0,30,1,47,0
2886,508.78,22,Electronics,0,0,50,2,50,0
7282,9.91,10,Travel,0,0,41,1,44,0
6256,143.68,5,Food,0,0,82,0,41,0
4540,16.54,7,Clothing,0,0,67,1,47,0
5640,9.04,10,Travel,0,0,81,0,56,0
9460,75.26,21,Travel,0,1,86,4,53,0
3482,153.01,19,Food,1,0,81,0,48,0
1278,777.09,7,Clothing,0,0,87,5,40,0
3147,406.28,20,Clothing,0,0,67,1,44,0
8263,255.69,1,Grocery,1,0,43,2,36,0
3206,327.53,17,Clothing,0,0,61,2,34,0
9893,300.7,23,Food,0,0,81,1,32,0
2743,39.23,3,Travel,0,0,37,1,38,0
6077,70.25,15,Clothing,0,0,60,1,43,0
4048,149.52,14,Food,0,0,58,2,48,0
5732,78.67,15,Electronics,0,0,42,4,45,0
2946,19.47,4,Grocery,0,0,69,2,47,0
5791,55.46,22,Clothing,0,0,91,5,60,0
6795,113.39,7,Food,0,0,54,1,31,0
6544,56.3,11,Travel,0,0,97,3,51,0
701,136.9,1,Travel,0,0,60,2,52,0
3575,396.52,7,Electronics,1,0,71,2,47,0
7700,58.45,8,Food,0,1,34,4,23,0
2516,469.6,12,Travel,0,0,63,2,55,0
3001,201.04,6,Food,0,0,51,0,60,0
5821,333.21,0,Travel,0,0,28,0,36,0
8582,263.31,22,Grocery,0,0,36,1,58,0
3685,203.64,11,Clothing,1,0,63,1,44,0
2996,360.84,15,Food,0,0,42,2,29,0
4253,74.6,19,Travel,1,0,73,3,26,0
3412,25.08,14,Clothing,0,0,31,2,60,0
7963,24.86,8,Electronics,0,0,38,3,65,0
6310,297.8,23,Electronics,0,0,42,2,25,0
8612,435.47,6,Food,0,0,90,4,48,0
5013,137.96,15,Clothing,0,0,59,1,38,0
7751,31.02,21,Clothing,0,0,95,3,66,0
5980,154.36,3,Clothing,0,0,91,1,19,0
4049,342.17,16,Food,0,0,76,1,53,0
4900,435.09,7,Travel,0,0,84,0,58,0
1319,15.33,17,Electronics,1,0,98,2,41,0
9773,34.76,9,Grocery,0,0,86,2,43,0
9138,70.19,5,Grocery,0,0,40,2,40,0
7143,268.24,15,Electronics,0,0,26,2,43,0
1898,37.49,20,Electronics,0,0,88,0,56,0
7466,87.08,2,Electronics,0,0,78,2,68,0
604,16.72,17,Food,1,0,84,0,22,0
2847,278.83,22,Travel,0,0,43,2,27,0
8208,10.86,3,Food,0,0,83,0,50,0
394,269.63,17,Travel,0,0,29,1,38,0
4437,77.52,11,Clothing,0,0,92,2,39,0
9448,226.62,8,Clothing,0,0,64,1,65,0
7235,74.4,0,Grocery,1,0,36,1,57,1
5399,90.3,7,Food,0,0,65,1,24,0
96,122.55,15,Electronics,0,0,49,1,55,0
1663,453.27,23,Travel,0,1,47,4,48,0
8971,22.28,5,Grocery,1,0,83,2,18,0
5131,147.46,7,Food,0,0,55,3,24,0
1489,88.55,19,Grocery,1,0,83,1,33,0
8317,363.05,9,Grocery,0,0,42,3,65,0
2708,55.56,9,Travel,0,0,43,0,60,0
1596,155.46,3,Food,0,0,51,3,61,0
9278,140.24,3,Food,0,0,65,1,45,0
2378,280.05,20,Electronics,0,1,73,1,34,0
5141,154.3,0,Travel,0,0,71,2,24,0
6148,120.28,7,Electronics,0,0,55,0,49,0
8242,203.61,15,Electronics,0,0,98,3,58,0
3949,32.03,8,Food,0,1,37,0,41,0
3934,45.34,19,Grocery,0,0,56,5,52,0
4798,275.15,8,Travel,0,0,64,2,38,0
4373,9.45,19,Electronics,0,0,46,2,19,0
9863,487.3,2,Food,0,0,59,2,56,0
8243,4.45,15,Food,0,0,83,3,26,0
3449,161.88,19,Electronics,0,0,57,1,58,0
2944,225.58,1,Grocery,1,0,62,1,24,0
2466,40.46,5,Grocery,0,0,71,3,60,0
8583,389.33,3,Travel,0,0,54,1,25,0
5507,126.26,11,Travel,0,0,44,2,24,0
2699,267.69,3,Grocery,0,0,34,2,28,0
2448,38.96,23,Travel,0,0,45,3,35,0
20,61.96,7,Electronics,0,0,73,2,68,0
2749,300.0,4,Grocery,0,0,88,5,63,0
5400,363.21,2,Travel,0,0,78,3,51,0
8079,83.09,2,Food,0,0,76,7,51,0
6872,15.58,4,Grocery,0,0,54,1,33,0
4709,308.92,14,Clothing,0,0,92,1,25,0
9477,694.15,6,Electronics,1,0,61,2,21,0
810,21.63,11,Travel,0,0,40,2,69,0
7478,2.31,0,Food,0,0,45,2,39,0
2274,190.12,21,Food,1,0,59,2,57,0
1924,79.07,12,Travel,0,0,83,1,32,0
1471,150.67,19,Grocery,0,0,42,3,23,0
7935,54.81,18,Clothing,0,0,89,0,19,0
7408,635.23,1,Clothing,0,0,58,1,53,0
2407,81.63,14,Grocery,0,0,89,2,44,0
1143,203.99,9,Food,0,0,73,1,58,0
1748,54.15,19,Food,0,0,38,0,48,0
5710,427.5,2,Grocery,0,0,88,2,67,0
4976,106.54,13,Clothing,0,0,52,0,42,0
7301,24.87,19,Food,0,0,80,3,42,0
8149,69.67,2,Food,0,0,83,3,56,0
2834,61.37,22,Food,0,0,48,4,19,0
3132,311.67,21,Food,0,0,43,3,22,0
1311,15.03,23,Electronics,0,0,90,5,60,0
8651,39.48,8,Food,0,0,67,2,61,0
6775,101.13,20,Food,0,0,77,1,54,0
6757,326.37,14,Clothing,0,0,43,4,23,0
621,36.72,23,Electronics,0,1,55,0,46,0
2702,671.45,6,Food,0,0,68,0,25,0
2200,86.16,19,Travel,0,0,54,1,62,0
6197,50.22,13,Grocery,0,0,69,1,57,0
8825,379.46,15,Electronics,0,0,85,0,59,0
1047,47.74,7,Clothing,0,0,50,1,69,0
5769,56.15,14,Electronics,1,0,26,0,69,0
9948,56.6,13,Food,0,0,45,2,28,0
9020,193.63,17,Food,0,0,29,4,24,0
744,125.75,22,Grocery,0,0,88,5,29,0
223,17.7,19,Clothing,0,0,91,3,35,0
3150,109.04,8,Clothing,0,0,55,1,25,0
626,82.86,17,Travel,0,0,91,0,44,0
9335,87.94,22,Clothing,0,0,45,3,47,0
7567,454.34,21,Grocery,0,0,28,2,37,0
4583,274.1,4,Travel,0,0,71,2,47,0
5712,621.41,9,Electronics,0,0,73,3,60,0
3285,113.03,15,Electronics,0,0,96,2,67,0
7586,202.38,18,Electronics,0,0,86,3,19,0
9647,274.51,2,Electronics,0,0,61,5,21,0
1531,67.13,19,Clothing,0,0,75,1,24,0
9686,107.8,21,Electronics,0,0,46,1,60,0
354,32.01,12,Food,0,0,76,3,32,0
2475,137.21,7,Travel,0,0,63,0,21,0
8014,45.01,9,Grocery,0,0,53,2,18,0
6476,465.43,8,Electronics,0,0,65,1,51,0
6450,144.41,6,Food,0,0,39,2,41,0
240,35.09,15,Travel,0,0,39,2,32,0
2626,598.76,17,Travel,0,0,34,6,21,0
9787,16.82,13,Clothing,0,0,33,1,53,0
7199,485.06,4,Food,0,0,63,2,58,0
7693,53.39,13,Electronics,0,0,59,2,43,0
2998,66.74,7,Food,0,1,67,5,40,0
6441,56.37,22,Food,0,0,49,2,68,0
4563,381.28,17,Food,0,0,40,4,47,0
8615,47.76,13,Travel,0,0,29,6,66,0
1480,102.95,16,Clothing,0,0,66,3,18,0
1019,444.76,22,Clothing,0,0,29,1,25,0
3095,37.61,21,Travel,0,0,69,1,46,0
6183,22.26,3,Grocery,1,0,87,4,32,0
4961,142.02,13,Grocery,0,1,43,0,28,0
8493,113.82,1,Grocery,0,0,41,5,42,0
1104,472.98,23,Electronics,1,1,99,0,68,0
6082,606.12,13,Food,0,0,86,2,19,0
9526,111.14,10,Grocery,0,0,77,1,31,0
5191,72.67,12,Travel,0,0,83,1,19,0
4182,200.93,10,Food,0,0,40,1,49,0
4468,31.11,15,Clothing,0,0,73,1,31,0
1627,40.38,19,Food,0,0,85,0,34,0
6718,103.66,18,Travel,0,0,58,2,62,0
3799,34.09,17,Electronics,0,0,27,2,33,0
3054,61.01,11,Clothing,0,1,25,3,44,0
2868,255.97,18,Food,0,0,39,2,44,0
1433,120.8,20,Clothing,0,0,45,2,29,0
7984,44.66,10,Food,0,0,39,1,55,0
9347,251.27,20,Electronics,0,1,99,3,47,0
9420,131.16,19,Grocery,0,0,74,3,32,0
4077,100.89,2,Clothing,0,0,61,2,47,0
218,247.02,7,Clothing,0,0,41,0,48,0
3556,176.07,1,Travel,0,0,48,2,21,0
7937,128.31,5,Clothing,0,0,84,4,44,0
8422,52.66,9,Food,0,0,93,2,67,0
1035,14.41,6,Electronics,0,0,67,0,32,0
3774,237.69,10,Clothing,0,0,66,1,45,0
4133,195.16,16,Travel,0,0,28,0,69,0
2336,87.16,11,Clothing,0,0,62,2,35,0
6493,95.22,17,Travel,0,0,75,4,55,0
1483,141.54,18,Clothing,0,0,70,5,37,0
907,306.13,3,Electronics,0,0,54,1,54,0
6089,222.38,8,Electronics,0,0,55,3,28,0
6467,139.04,12,Food,0,0,81,1,38,0
5677,156.06,22,Grocery,0,0,81,1,48,0
2771,14.27,7,Electronics,0,1,78,2,25,0
1806,268.22,18,Food,0,0,69,2,53,0
7375,23.21,20,Grocery,0,0,89,1,64,0
2115,191.19,22,Food,0,1,35,2,50,0
4535,145.8,15,Electronics,0,0,85,2,33,0
2532,317.34,8,Grocery,0,0,48,1,42,0
8526,4.1,3,Travel,0,0,52,2,21,0
3471,3.48,18,Clothing,0,0,30,1,33,0
1403,6.72,9,Food,0,0,45,4,30,0
853,42.41,22,Clothing,0,0,99,3,46,0
3083,40.76,2,Clothing,0,0,59,1,42,0
8025,47.07,3,Food,0,0,25,1,36,0
7566,404.15,23,Travel,0,1,76,2,22,0
5530,62.32,12,Grocery,1,0,51,0,35,0
7855,123.21,11,Grocery,0,0,57,3,33,0
4933,586.51,5,Grocery,0,0,38,3,28,0
5160,46.06,1,Food,0,0,93,3,69,0
9716,124.35,5,Electronics,0,0,97,2,64,0
3847,638.22,22,Electronics,0,0,77,2,40,0
6484,1.82,0,Grocery,1,0,29,2,66,1
748,141.17,10,Clothing,0,0,40,0,29,0
3035,58.59,13,Electronics,0,0,88,4,57,0
348,8.35,14,Grocery,0,0,46,0,28,0
3352,99.56,14,Food,0,0,49,2,29,0
2865,103.28,6,Clothing,0,0,69,4,66,0
2168,24.3,12,Travel,0,0,67,1,54,0
6955,308.06,7,Clothing,0,0,54,0,28,0
6210,9.46,9,Travel,0,0,99,0,42,0
2778,32.62,15,Travel,1,0,73,2,20,0
1442,17.75,8,Grocery,0,0,55,3,30,0
5658,352.11,23,Grocery,0,0,32,1,52,0
9658,39.17,20,Travel,0,0,56,2,44,0
3028,184.77,0,Clothing,0,0,61,0,62,0
6118,813.84,18,Grocery,0,1,52,2,68,0
2484,29.0,9,Electronics,1,0,59,3,60,0
2883,41.76,4,Electronics,0,0,52,1,65,0
5562,1091.31,18,Grocery,0,0,74,2,18,0
764,245.23,14,Clothing,0,0,65,1,19,0
6482,118.57,6,Grocery,0,0,96,3,35,0
1617,925.11,1,Clothing,0,0,62,1,41,0
1223,101.92,11,Grocery,0,0,38,2,52,0
8665,145.41,21,Food,0,0,76,1,65,0
6222,221.11,22,Clothing,0,0,41,1,18,0
1577,4.31,23,Food,0,0,79,3,48,0
9392,1185.07,0,Travel,1,0,98,3,50,1
6351,1.33,11,Grocery,0,0,70,1,40,0
3783,1.96,14,Food,0,0,78,0,50,0
4375,129.03,20,Clothing,0,0,27,2,62,0
709,52.9,12,Travel,1,0,89,2,59,0
510,232.85,14,Grocery,0,0,27,2,29,0
2955,456.88,15,Electronics,0,0,82,0,48,0
7538,77.81,10,Clothing,0,0,59,1,33,0
6339,111.15,13,Grocery,0,1,69,1,29,0
8923,171.91,12,Clothing,0,0,42,0,36,0
7064,271.33,18,Food,0,0,59,6,37,0
7163,178.59,13,Clothing,0,0,64,3,49,0
7372,180.56,22,Electronics,0,0,61,1,46,0
6829,202.91,1,Electronics,0,0,46,0,68,0
3616,16.39,7,Electronics,0,1,60,3,59,0
4657,325.91,19,Clothing,0,0,94,3,51,0
6976,103.1,9,Food,0,0,40,4,28,0
4351,276.18,8,Food,0,0,93,4,66,0
712,162.98,4,Travel,0,0,26,2,52,0
6479,135.21,22,Grocery,0,0,53,2,49,0
9130,541.38,7,Electronics,0,0,60,4,31,0
8205,196.36,2,Electronics,0,0,89,4,36,0
9204,116.44,18,Clothing,0,0,72,2,58,0
713,114.81,8,Food,0,0,78,2,67,0
9113,139.79,9,Travel,0,0,83,1,29,0
1246,177.14,17,Electronics,0,0,74,5,65,0
9786,263.29,11,Food,0,0,56,2,37,0
6849,164.49,19,Grocery,0,0,46,4,19,0
5134,2.91,9,Clothing,0,0,65,2,40,0
716,477.46,7,Travel,0,0,64,4,57,0
3464,164.62,9,Grocery,0,0,53,2,67,0
4395,525.28,9,Clothing,0,0,45,1,59,0
4569,26.76,22,Electronics,0,0,54,1,43,0
8804,869.46,10,Grocery,1,0,67,3,34,0
8490,35.99,10,Food,0,0,68,2,18,0
7702,250.1,8,Clothing,0,0,48,2,48,0
213,189.98,23,Food,0,0,28,2,63,0
9768,257.55,14,Travel,0,0,40,2,50,0
6839,31.25,21,Electronics,0,0,60,2,54,0
1011,45.0,8,Travel,0,0,51,1,65,0
324,59.11,19,Grocery,0,0,45,1,43,0
5397,17.46,22,Grocery,0,0,92,1,34,0
5991,2.41,17,Food,0,0,35,1,50,0
3173,31.27,18,Grocery,0,0,35,2,39,0
335,8.48,16,Grocery,0,0,46,4,66,0
8306,40.42,5,Clothing,0,0,54,2,39,0
2211,252.41,6,Grocery,0,0,25,2,56,0
4272,556.47,3,Food,0,0,59,3,22,0
6741,33.77,1,Travel,0,1,88,2,30,0
234,122.09,5,Electronics,0,0,85,0,30,0
5951,28.54,6,Travel,0,0,67,0,39,0
5738,55.69,13,Food,0,0,48,1,53,0
7922,224.11,7,Electronics,0,1,31,2,57,0
2349,162.1,6,Food,0,0,78,4,38,0
2037,21.81,0,Food,0,0,67,3,51,0
7485,93.05,16,Travel,0,0,84,3,39,0
6007,131.5,22,Grocery,1,0,49,3,51,0
4554,391.15,21,Clothing,0,0,30,1,47,0
8073,237.5,22,Grocery,0,0,61,1,29,0
1459,43.73,0,Grocery,1,0,52,0,44,0
3289,417.69,18,Electronics,0,0,59,3,61,0
3065,188.2,1,Food,0,0,48,3,45,0
9437,232.75,2,Clothing,0,0,66,2,38,0
775,287.28,22,Grocery,0,0,50,2,23,0
6833,128.96,10,Food,0,0,77,0,69,0
872,56.83,1,Travel,0,0,28,3,29,0
8750,19.17,19,Electronics,0,0,31,6,36,0
1264,109.33,4,Travel,0,1,79,1,50,0
4834,30.48,14,Clothing,0,1,38,4,46,0
3895,236.68,18,Electronics,0,0,89,5,28,0
6324,80.17,6,Travel,0,0,47,2,28,0
9213,11.97,4,Food,0,0,65,3,62,0
7020,247.85,18,Food,0,0,46,4,59,0
1221,542.37,11,Clothing,0,0,47,1,26,0
1447,212.34,16,Food,0,0,92,1,40,0
3185,130.25,3,Travel,0,0,61,3,21,0
409,424.42,22,Electronics,0,0,57,1,22,0
4345,159.61,15,Travel,0,0,41,1,35,0
3022,102.06,0,Food,0,0,25,3,45,0
2304,62.53,0,Food,0,0,96,3,53,0
6272,474.53,8,Electronics,0,0,98,1,52,0
8281,73.59,7,Food,0,0,44,6,22,0
6642,284.5,6,Grocery,0,0,43,1,33,0
6956,80.28,19,Food,0,0,33,1,32,0
2110,739.03,22,Travel,0,0,76,1,30,0
5352,969.55,4,Clothing,0,0,96,3,43,0
9684,308.53,0,Food,0,0,35,2,57,0
8344,113.52,7,Travel,0,0,61,2,45,0
4550,288.49,13,Grocery,0,0,61,2,43,0
1881,210.17,5,Electronics,1,0,36,2,40,0
5946,75.22,12,Grocery,0,0,34,4,57,0
1738,38.96,16,Travel,0,0,44,0,39,0
7794,190.14,14,Grocery,1,0,72,1,34,0
5213,71.07,6,Food,0,0,77,0,33,0
3209,104.11,10,Grocery,0,0,27,1,32,0
7083,102.06,9,Grocery,0,0,63,5,24,0
2056,199.03,22,Grocery,1,0,32,2,59,0
1689,167.77,3,Clothing,0,0,82,2,37,0
4780,47.88,17,Travel,0,0,89,3,20,0
7476,123.75,22,Travel,0,0,36,2,35,0
7877,190.92,3,Electronics,0,0,51,2,20,0
6750,94.33,8,Food,0,0,41,3,37,0
8556,204.85,22,Electronics,0,0,25,2,47,0
8123,22.59,0,Grocery,0,0,42,2,24,0
6991,528.41,11,Food,1,0,48,5,32,0
8267,192.67,16,Grocery,0,0,97,1,28,0
8540,378.84,23,Grocery,0,0,76,2,53,0
3393,394.26,7,Electronics,0,0,91,1,52,0
6326,38.67,12,Electronics,0,1,94,3,69,0
3529,618.23,1,Electronics,0,0,78,4,38,0
4605,250.46,21,Travel,1,0,86,1,69,0
7024,283.21,21,Food,0,0,39,2,63,0
6322,128.22,2,Food,0,0,85,2,19,0
746,413.7,4,Electronics,0,0,93,1,59,0
711,257.05,13,Grocery,0,0,62,5,30,0
380,59.6,11,Food,0,0,63,2,39,0
8783,66.49,6,Grocery,0,0,81,4,47,0
3012,61.05,7,Electronics,0,0,45,2,41,0
8859,153.72,22,Clothing,0,0,96,3,64,0
7153,590.37,1,Grocery,1,0,37,1,65,1
8567,452.48,18,Clothing,0,0,39,3,32,0
3498,391.03,22,Grocery,0,0,52,1,63,0
3890,92.91,15,Clothing,0,1,47,1,61,0
4485,42.45,15,Food,0,0,77,2,48,0
4012,89.54,18,Electronics,0,1,37,5,67,1
2620,67.67,0,Food,0,0,71,3,64,0
6671,76.33,19,Clothing,0,0,65,2,60,0
6513,336.17,8,Travel,0,0,90,1,36,0
3468,198.34,16,Travel,0,0,48,2,65,0
1314,305.98,23,Electronics,0,0,82,2,29,0
8606,94.37,21,Grocery,0,0,44,0,36,0
2070,72.14,15,Grocery,0,0,47,3,20,0
2983,219.66,5,Clothing,0,0,42,2,59,0
5915,131.09,1,Grocery,0,0,68,1,22,0
9171,56.87,18,Food,0,0,68,1,43,0
1286,131.26,19,Food,0,0,57,2,51,0
8991,52.31,9,Travel,0,0,66,1,35,0
8430,25.13,11,Travel,1,0,90,2,19,0
1350,7.37,23,Grocery,0,0,38,3,42,0
2612,0.69,23,Clothing,0,0,52,2,68,0
9495,187.47,7,Food,0,0,95,1,67,0
3669,4.55,20,Electronics,0,0,42,1,49,0
2222,140.05,10,Food,0,0,44,1,37,0
428,393.59,18,Food,0,0,45,2,46,0
654,246.28,2,Electronics,0,0,77,1,57,0
9914,167.84,9,Electronics,0,0,96,1,63,0
3536,25.0,18,Grocery,0,0,78,2,41,0
7737,442.91,1,Electronics,0,0,92,3,33,0
3246,33.91,7,Electronics,0,0,56,1,26,0
4741,228.31,6,Clothing,0,0,50,3,69,0
9069,5.57,5,Grocery,0,0,75,2,29,0
4100,5.08,11,Travel,0,0,40,0,63,0
4101,179.64,15,Electronics,0,0,26,3,38,0
6960,562.16,23,Travel,0,0,98,2,59,0
612,289.17,8,Food,1,0,60,0,27,0
4289,76.29,18,Travel,1,0,32,0,35,0
8571,89.91,0,Electronics,0,0,56,1,39,0
9713,53.65,0,Clothing,0,1,82,3,65,0
1544,53.36,17,Clothing,0,0,68,1,37,0
9536,104.64,12,Grocery,0,0,26,3,51,0
3854,501.92,21,Grocery,0,0,48,1,60,0
555,376.7,18,Clothing,0,0,48,2,51,0
6366,157.07,10,Electronics,0,0,65,1,52,0
512,97.51,20,Grocery,0,0,95,1,18,0
3207,352.32,2,Food,1,0,31,2,37,1
8085,206.83,7,Electronics,0,0,68,1,34,0
968,63.46,15,Grocery,0,0,40,2,64,0
6044,31.57,12,Food,0,1,67,1,48,0
6880,55.56,18,Grocery,1,0,38,1,30,0
6776,60.95,16,Electronics,1,0,56,3,65,0
3296,12.4,21,Electronics,0,0,65,1,66,0
8702,317.24,1,Food,1,0,93,2,28,0
3430,159.15,20,Electronics,0,0,86,2,29,0
8871,448.22,2,Grocery,0,0,27,2,33,0
6963,553.08,0,Clothing,1,0,85,1,67,0
2089,310.78,17,Clothing,0,0,80,3,29,0
8500,68.39,15,Grocery,0,0,82,0,55,0
6163,51.54,23,Clothing,0,0,48,3,67,0
3211,31.46,18,Electronics,1,0,84,2,21,0
9201,524.15,22,Food,0,0,26,4,51,0
6606,22.35,10,Travel,0,0,67,1,23,0
1110,30.08,6,Electronics,0,0,72,1,56,0
5729,32.86,19,Clothing,0,0,80,2,59,0
7830,17.98,12,Food,0,0,65,0,35,0
1039,12.17,6,Clothing,0,0,72,0,50,0
1195,8.43,20,Travel,0,0,73,3,40,0
4475,199.13,22,Travel,0,0,59,1,45,0
9875,164.53,23,Travel,0,0,27,3,26,0
2123,614.72,8,Grocery,1,0,36,6,43,1
4983,195.95,15,Travel,0,0,49,3,52,0
8974,14.94,12,Travel,0,0,57,1,26,0
5701,62.87,17,Clothing,0,0,25,1,61,0
935,33.9,22,Food,0,0,80,5,28,0
6102,230.87,23,Grocery,0,0,80,3,51,0
4690,669.69,13,Electronics,0,0,79,2,33,0
395,75.01,20,Electronics,0,0,42,1,24,0
4686,89.9,16,Travel,0,0,36,3,51,0
8777,654.82,15,Electronics,0,0,54,3,34,0
9166,309.13,13,Food,0,0,79,2,35,0
5981,186.49,14,Travel,0,0,46,1,34,0
9943,2.21,23,Travel,0,0,51,1,47,0
2192,427.91,2,Grocery,0,0,34,1,21,0
1298,19.88,4,Food,0,1,99,1,28,0
5045,175.77,1,Food,0,0,76,0,34,0
1163,73.47,6,Food,0,0,60,3,20,0
4255,31.8,5,Clothing,0,0,26,1,45,0
6373,493.46,23,Clothing,1,0,43,3,69,0
1528,66.09,2,Grocery,0,0,31,1,68,0
4343,309.15,1,Food,0,0,64,4,60,0
2031,39.74,21,Food,0,0,34,3,27,0
3061,63.51,2,Clothing,0,0,53,1,68,0
59,8.33,0,Clothing,0,0,34,2,27,0
2406,167.55,7,Grocery,0,0,45,2,47,0
5007,269.94,18,Clothing,0,0,97,2,36,0
6158,231.29,3,Clothing,0,0,26,5,35,1
7376,14.75,6,Food,1,0,66,3,36,0
4507,238.78,19,Clothing,0,0,47,0,68,0
5215,90.08,12,Travel,0,0,50,3,65,0
6030,19.2,21,Travel,0,0,52,4,50,0
1781,7.05,0,Food,0,0,47,4,50,0
5448,174.28,2,Food,0,1,90,6,48,1
4607,336.89,18,Clothing,0,0,74,1,67,0
6915,62.12,8,Travel,0,0,72,3,32,0
677,21.39,6,Food,0,1,87,3,19,0
3583,80.73,15,Grocery,0,0,30,1,67,0
3654,33.69,17,Food,0,0,78,2,43,0
7921,187.86,18,Food,0,0,73,0,25,0
9500,43.51,18,Electronics,0,0,61,0,64,0
2733,10.73,1,Grocery,0,0,84,3,48,0
4788,424.27,4,Grocery,0,0,55,3,65,0
2755,449.06,21,Grocery,0,0,30,1,56,0
2338,82.9,19,Travel,0,0,37,0,18,0
3644,113.03,11,Food,0,0,86,4,28,0
7738,42.12,22,Clothing,0,0,68,4,43,0
5517,297.01,16,Clothing,0,0,30,2,63,0
5247,287.73,9,Food,0,0,78,1,63,0
867,30.37,8,Clothing,0,0,97,1,37,0
4448,288.94,3,Grocery,0,0,90,7,45,0
5072,242.93,6,Clothing,0,0,46,2,44,0
4882,113.95,1,Grocery,0,0,72,2,58,0
9511,141.56,12,Electronics,0,0,44,3,22,0
3003,51.9,21,Food,0,0,40,4,41,0
2226,113.86,14,Grocery,0,0,49,2,28,0
9057,352.79,15,Food,0,0,66,2,33,0
4827,211.54,16,Travel,0,0,30,2,43,0
7622,150.19,6,Clothing,0,0,38,2,44,0
9690,324.95,3,Grocery,0,0,42,3,58,0
5501,131.65,15,Travel,0,0,40,4,32,0
9701,273.14,7,Food,0,0,57,5,21,0
8479,190.86,22,Grocery,0,0,31,1,56,0
5503,47.72,10,Grocery,0,0,30,1,35,0
1211,99.98,21,Electronics,0,0,75,1,48,0
9084,253.13,13,Clothing,0,0,25,4,58,0
2289,118.41,13,Food,0,0,44,2,51,0
2184,65.22,2,Travel,0,1,56,1,49,0
2863,540.89,11,Electronics,0,0,92,4,18,0
6862,431.45,0,Travel,0,0,51,3,56,0
2363,62.93,14,Travel,0,0,65,3,21,0
8464,292.91,5,Electronics,0,0,73,5,29,0
6333,139.03,2,Travel,0,0,91,5,27,0
4065,361.2,12,Travel,0,0,44,3,20,0
9547,28.33,18,Grocery,0,0,47,3,46,0
618,58.35,0,Travel,0,1,29,4,49,1
3282,36.48,6,Food,0,0,38,0,29,0
5227,157.57,18,Electronics,0,0,84,3,61,0
3398,335.43,20,Food,1,1,29,2,44,1
3066,56.01,20,Food,1,0,64,3,21,0
767,258.73,21,Electronics,0,0,78,0,43,0
7079,146.44,0,Food,0,1,79,2,50,0
5280,75.62,3,Grocery,0,0,88,1,26,0
4150,272.4,4,Travel,0,0,65,3,22,0
1145,55.92,15,Grocery,0,0,84,4,26,0
4249,158.11,22,Grocery,0,0,68,2,18,0
4111,149.39,10,Clothing,0,0,89,3,48,0
463,246.71,3,Electronics,1,0,53,1,21,0
2933,14.71,15,Food,0,0,70,2,18,0
4624,211.0,14,Electronics,0,0,96,1,23,0
3814,171.33,22,Travel,0,0,50,1,53,0
6309,134.36,20,Travel,0,0,92,3,26,0
4342,8.92,14,Clothing,0,0,76,2,31,0
5301,275.43,11,Food,0,0,85,3,21,0
6805,102.21,15,Food,0,0,89,1,23,0
3283,347.55,23,Grocery,0,0,61,2,52,0
2575,46.12,1,Clothing,0,1,41,1,21,0
7962,68.08,17,Travel,0,1,85,1,43,0
7880,8.24,10,Electronics,1,0,91,1,43,0
829,240.75,5,Travel,0,0,70,0,55,0
6487,541.05,15,Electronics,0,1,69,2,66,0
7600,59.4,14,Electronics,0,0,54,1,21,0
2541,193.41,15,Food,1,0,62,1,46,0
5747,201.92,11,Electronics,0,1,81,1,51,0
8527,105.69,9,Electronics,1,0,58,0,59,0
9567,174.56,23,Clothing,0,0,52,1,52,0
3743,254.68,6,Electronics,0,0,81,4,18,0
7499,43.08,20,Travel,1,0,76,1,48,0
3525,33.0,18,Food,0,0,81,0,44,0
21,170.35,13,Travel,0,0,76,4,51,0
1916,230.47,11,Electronics,0,0,89,1,41,0
6572,1.06,3,Grocery,0,0,44,2,32,0
9019,7.14,5,Electronics,0,0,74,0,48,0
2013,426.44,13,Clothing,1,0,28,1,31,0
5406,406.64,14,Food,0,1,96,2,42,0
1296,40.2,8,Food,0,0,71,2,58,0
3746,42.99,15,Grocery,0,0,49,3,19,0
592,184.34,14,Food,0,0,77,2,25,0
1407,334.62,13,Travel,0,0,63,0,44,0
222,151.21,12,Electronics,0,0,97,2,22,0
5618,50.15,15,Grocery,0,0,36,1,47,0
6249,229.21,5,Clothing,0,0,65,0,43,0
4419,73.53,14,Grocery,0,0,25,5,31,0
859,149.77,7,Grocery,0,0,70,3,19,0
1784,182.5,22,Travel,0,0,71,1,47,0
7260,105.81,15,Grocery,0,0,71,6,59,0
6857,177.98,20,Electronics,0,0,65,2,34,0
1955,1152.99,20,Food,0,1,50,4,53,0
1747,3.49,15,Grocery,0,0,73,2,63,0
3133,485.78,9,Clothing,0,1,98,1,24,0
8037,56.99,1,Electronics,0,0,26,2,45,0
8851,454.89,0,Food,0,0,27,2,48,0
995,80.61,6,Electronics,0,0,41,3,48,0
6109,39.26,13,Food,1,0,47,1,52,0
731,32.3,23,Grocery,1,0,34,1,62,0
